user_industry,job_industry,Industry_Score
Hotel / Restaurant,Unskilled Labor / Domestic Help,0
Industrial Design,IT - Software,0.18
Industrial Design,Manufacturing,0.15
Industrial Design,BPO / Call Center,0.14
Industrial Design,Engineering / Construction,0.11
Industrial Design,Advertising / MR / PR / Events,0.04
Industrial Design,Education / Training,0.04
Industrial Design,Fresher (No Industry),0.03
Industrial Design,Textile / Garments / Fashion,0.03
Industrial Design,Automobile / Auto Ancillaries,0.03
Industrial Design,Architecture / Interior Design,0.02
Industrial Design,Recruitment Services,0.02
Industrial Design,Internet / E-Commerce,0.02
Industrial Design,Printing / Packaging,0.02
Industrial Design,Pharma / Biotech,0.02
Industrial Design,Consumer Durables / Electronics,0.02
Industrial Design,FMCG / F&B,0.01
Industrial Design,Telecom / ISP,0.01
Industrial Design,Hotel / Restaurant,0.01
Industrial Design,Banking / Financial Services,0.01
Industrial Design,Medical / Healthcare,0.01
Industrial Design,Chemical / Plastic / Rubber / Glass,0.01
Industrial Design,IT - Hardware / Networking,0.01
Industrial Design,Logistics / Courier / Transportation,0.01
Industrial Design,Oil & Gas / Petroleum,0.01
Industrial Design,Management Consulting / Strategy,0
Industrial Design,Media / Dotcom / Entertainment,0
Industrial Design,Power / Energy,0
Industrial Design,Quality Certification,0
Industrial Design,Aviation / Airline,0
Industrial Design,Cement / Building Material,0
Industrial Design,Export-Import / Trading,0
Industrial Design,Fertilizers / Pesticides,0
Industrial Design,Furnishings / Sanitaryware / Electricals,0
Industrial Design,Gems / Jewellery,0
Industrial Design,Government Department,0
Industrial Design,Industrial Design,0
Industrial Design,Insurance,0
Industrial Design,Paper / Wood,0
Industrial Design,Retail,0
Industrial Design,Travel / Tourism,0
Insurance,Insurance,0.27
Insurance,BPO / Call Center,0.19
Insurance,Banking / Financial Services,0.14
Insurance,Quality Certification,0.06
Insurance,IT - Software,0.06
Insurance,Fresher (No Industry),0.04
Insurance,Education / Training,0.02
Insurance,Advertising / MR / PR / Events,0.02
Insurance,Recruitment Services,0.02
Insurance,Internet / E-Commerce,0.02
Insurance,Manufacturing,0.01
Insurance,FMCG / F&B,0.01
Insurance,Sculpture / Craft,0.01
Insurance,Pharma / Biotech,0.01
Insurance,Telecom / ISP,0.01
Insurance,Travel / Tourism,0.01
Insurance,Medical / Healthcare,0.01
Insurance,Real Estate,0.01
Insurance,Automobile / Auto Ancillaries,0.01
Insurance,Hotel / Restaurant,0.01
Insurance,Paper / Wood,0.01
Insurance,KPO / Analytics,0
Insurance,Banking /,0
Insurance,Furnishings / Sanitaryware / Electricals,0
Insurance,Retail,0
Insurance,Engineering / Construction,0
Insurance,Export-Import / Trading,0
Insurance,NGO / Social Work,0
Insurance,Aviation / Airline,0
Insurance,Consumer Durables / Electronics,0
Insurance,Management Consulting / Strategy,0
Insurance,Personal Care / Beauty,0
Insurance,Printing / Packaging,0
Insurance,Textile / Garments / Fashion,0
Insurance,Gems / Jewellery,0
Insurance,IT - Hardware / Networking,0
Insurance,Legal,0
Insurance,Logistics / Courier / Transportation,0
Insurance,Media / Dotcom / Entertainment,0
Insurance,Agriculture / Dairy,0
Insurance,Government Department,0
Insurance,Power / Energy,0
Insurance,Architecture / Interior Design,0
Insurance,Fertilizers / Pesticides,0
Insurance,Security / Detective Services,0
Internet / E-Commerce,BPO / Call Center,0.25
Internet / E-Commerce,IT - Software,0.17
Internet / E-Commerce,Internet / E-Commerce,0.14
Internet / E-Commerce,Advertising / MR / PR / Events,0.06
Internet / E-Commerce,Banking / Financial Services,0.04
Internet / E-Commerce,Quality Certification,0.03
Internet / E-Commerce,Education / Training,0.03
Internet / E-Commerce,Recruitment Services,0.03
Internet / E-Commerce,Fresher (No Industry),0.02
Internet / E-Commerce,FMCG / F&B,0.02
Internet / E-Commerce,Textile / Garments / Fashion,0.02
Internet / E-Commerce,Manufacturing,0.02
Internet / E-Commerce,Media / Dotcom / Entertainment,0.01
Internet / E-Commerce,Telecom / ISP,0.01
Internet / E-Commerce,Medical / Healthcare,0.01
Internet / E-Commerce,Automobile / Auto Ancillaries,0.01
Internet / E-Commerce,Consumer Durables / Electronics,0.01
Internet / E-Commerce,Logistics / Courier / Transportation,0.01
Internet / E-Commerce,Retail,0.01
Internet / E-Commerce,Insurance,0.01
Internet / E-Commerce,KPO / Analytics,0.01
Internet / E-Commerce,Pharma / Biotech,0.01
Internet / E-Commerce,Travel / Tourism,0.01
Internet / E-Commerce,Hotel / Restaurant,0.01
Internet / E-Commerce,Real Estate,0.01
Internet / E-Commerce,Paper / Wood,0.01
Internet / E-Commerce,Sculpture / Craft,0.01
Internet / E-Commerce,IT - Hardware / Networking,0
Internet / E-Commerce,Engineering / Construction,0
Internet / E-Commerce,Export-Import / Trading,0
Internet / E-Commerce,Gems / Jewellery,0
Internet / E-Commerce,Management Consulting / Strategy,0
Internet / E-Commerce,Printing / Packaging,0
Internet / E-Commerce,Personal Care / Beauty,0
Internet / E-Commerce,M,0
Internet / E-Commerce,Furnishings / Sanitaryware / Electricals,0
Internet / E-Commerce,Metal / Iron / Steel,0
Internet / E-Commerce,Architecture / Interior Design,0
Internet / E-Commerce,Aviation / Airline,0
Internet / E-Commerce,Fertilizers / Pesticides,0
Internet / E-Commerce,NGO / Social Work,0
Internet / E-Commerce,Power / Energy,0
Internet / E-Commerce,Government Department,0
Internet / E-Commerce,Legal,0
Internet / E-Commerce,Security / Detective Services,0
Internet / E-Commerce,Agriculture / Dairy,0
Internet / E-Commerce,Animation,0
Internet / E-Commerce,Cement / Building Material,0
Internet / E-Commerce,Oil & Gas / Petroleum,0
Internet / E-Commerce,Chemical / Plastic / Rubber / Glass,0
Internet / E-Commerce,Environment / Waste Management,0
Internet / E-Commerce,Printing / Packa,0
Internet / E-Commerce,Sports / Fitness,0
Internet / E-Commerce,Trav,0
Internet / E-Commerce,A,0
Internet / E-Commerce,BPO / Call Cente,0
Internet / E-Commerce,Industrial Design,0
Internet / E-Commerce,Matrimony,0
Internet / E-Commerce,Secu,0
IT - Hardware / Networking,BPO / Call Center,0.27
IT - Hardware / Networking,IT - Software,0.19
IT - Hardware / Networking,IT - Hardware / Networking,0.17
IT - Hardware / Networking,KPO / Analytics,0.05
IT - Hardware / Networking,Telecom / ISP,0.04
IT - Hardware / Networking,Education / Training,0.03
IT - Hardware / Networking,Manufacturing,0.02
IT - Hardware / Networking,Fresher (No Industry),0.02
IT - Hardware / Networking,Recruitment Services,0.02
IT - Hardware / Networking,Banking / Financial Services,0.02
IT - Hardware / Networking,Advertising / MR / PR / Events,0.02
IT - Hardware / Networking,FMCG / F&B,0.01
IT - Hardware / Networking,Medical / Healthcare,0.01
IT - Hardware / Networking,Quality Certification,0.01
IT - Hardware / Networking,Internet / E-Commerce,0.01
IT - Hardware / Networking,Engineering / Construction,0.01
IT - Hardware / Networking,Pharma / Biotech,0.01
IT - Hardware / Networking,Hotel / Restaurant,0.01
IT - Hardware / Networking,NGO / Social Work,0.01
IT - Hardware / Networking,Automobile / Auto Ancillaries,0.01
IT - Hardware / Networking,Media / Dotcom / Entertainment,0.01
IT - Hardware / Networking,Aviation / Airline,0
IT - Hardware / Networking,Paper / Wood,0
IT - Hardware / Networking,Retail,0
IT - Hardware / Networking,Insurance,0
IT - Hardware / Networking,Logistics / Courier / Transportation,0
IT - Hardware / Networking,Consumer Durables / Electronics,0
IT - Hardware / Networking,Textile / Garments / Fashion,0
IT - Hardware / Networking,Real Estate,0
IT - Hardware / Networking,Travel / Tourism,0
IT - Hardware / Networking,Export-Import / Trading,0
IT - Hardware / Networking,Power / Energy,0
IT - Hardware / Networking,Management Consulting / Strategy,0
IT - Hardware / Networking,Furnishings / Sanitaryware / Electricals,0
IT - Hardware / Networking,Industrial Design,0
IT - Hardware / Networking,Sculpture / Craft,0
IT - Hardware / Networking,Environment / Waste Management,0
IT - Hardware / Networking,Architecture / Interior Design,0
IT - Hardware / Networking,Fertilizers / Pesticides,0
IT - Hardware / Networking,Cement / Building Material,0
IT - Hardware / Networking,Chemical / Plastic / Rubber / Glass,0
IT - Hardware / Networking,Gems / Jewellery,0
IT - Hardware / Networking,Oil & Gas / Petroleum,0
IT - Hardware / Networking,Personal Care / Beauty,0
IT - Hardware / Networking,Aviation / Airlin,0
IT - Hardware / Networking,Legal,0
IT - Hardware / Networking,Security / Detective Services,0
IT - Hardware / Networking,Agriculture / Dairy,0
IT - Hardware / Networking,Government Department,0
IT - Hardware / Networking,Metal / Iron / Steel,0
IT - Hardware / Networking,Printing / Packaging,0
IT - Software,IT - Software,0.64
IT - Software,BPO / Call Center,0.11
IT - Software,Advertising / MR / PR / Events,0.03
IT - Software,Internet / E-Commerce,0.03
IT - Software,Recruitment Services,0.02
IT - Software,Banking / Financial Services,0.02
IT - Software,IT - Hardware / Networking,0.01
IT - Software,Education / Training,0.01
IT - Software,Fresher (No Industry),0.01
IT - Software,Manufacturing,0.01
IT - Software,Telecom / ISP,0.01
IT - Software,KPO / Analytics,0.01
IT - Software,FMCG / F&B,0.01
IT - Software,Media / Dotcom / Entertainment,0.01
IT - Software,Quality Certification,0.01
IT - Software,Pharma / Biotech,0.01
IT - Software,Medical / Healthcare,0
IT - Software,Logistics / Courier / Transportation,0
IT - Software,Automobile / Auto Ancillaries,0
IT - Software,Engineering / Construction,0
IT - Software,Printing / Packaging,0
IT - Software,Travel / Tourism,0
IT - Software,Hotel / Restaurant,0
IT - Software,Insurance,0
IT - Software,Textile / Garments / Fashion,0
IT - Software,Management Consulting / Strategy,0
IT - Software,Retail,0
IT - Software,Consumer Durables / Electronics,0
IT - Software,Sculpture / Craft,0
IT - Software,Personal Care / Beauty,0
IT - Software,Aviation / Airline,0
IT - Software,Real Estate,0
IT - Software,Power / Energy,0
IT - Software,Industrial Design,0
IT - Software,NGO / Social Work,0
IT - Software,Export-Import / Trading,0
IT - Software,M,0
IT - Software,Architecture / Interior Design,0
IT - Software,Paper / Wood,0
IT - Software,Legal,0
IT - Software,Oil & Gas / Petroleum,0
IT - Software,Government Department,0
IT - Software,Cement / Building Material,0
IT - Software,Security / Detective Services,0
IT - Software,Chemical / Plastic / Rubber / Glass,0
IT - Software,Animation,0
IT - Software,Environment / Waste Management,0
IT - Software,Fertilizers / Pesticides,0
IT - Software,Gems / Jewellery,0
IT - Software,Furnishings / Sanitaryware / Electricals,0
IT - Software,IT,0
IT - Software,Agriculture / Dairy,0
IT - Software,Metal / Iron / Steel,0
IT - Software,Astrology,0
IT - Software,A,0
IT - Software,BPO / Call Cente,0
IT - Software,Matrimony,0
IT - Software,Mining,0
IT - Software,Paint,0
IT - Software,Veterinary Science / Pet Care,0
IT - Software,Banking /,0
IT - Software,Logistics / Courier / Tra,0
IT - Software,Secu,0
IT - Software,Sports / Fitness,0
KPO / Analytics,BPO / Call Center,0.36
KPO / Analytics,IT - Software,0.14
KPO / Analytics,Banking / Financial Services,0.08
KPO / Analytics,Education / Training,0.04
KPO / Analytics,Recruitment Services,0.04
KPO / Analytics,Advertising / MR / PR / Events,0.03
KPO / Analytics,Internet / E-Commerce,0.03
KPO / Analytics,Fresher (No Industry),0.03
KPO / Analytics,FMCG / F&B,0.03
KPO / Analytics,Medical / Healthcare,0.02
KPO / Analytics,Telecom / ISP,0.02
KPO / Analytics,KPO / Analytics,0.02
KPO / Analytics,Manufacturing,0.02
KPO / Analytics,Insurance,0.01
KPO / Analytics,IT - Hardware / Networking,0.01
KPO / Analytics,Travel / Tourism,0.01
KPO / Analytics,Quality Certification,0.01
KPO / Analytics,Engineering / Construction,0.01
KPO / Analytics,Legal,0.01
KPO / Analytics,Management Consulting / Strategy,0.01
KPO / Analytics,Automobile / Auto Ancillaries,0.01
KPO / Analytics,Pharma / Biotech,0.01
KPO / Analytics,Real Estate,0.01
KPO / Analytics,Export-Import / Trading,0.01
KPO / Analytics,Hotel / Restaurant,0.01
KPO / Analytics,Aviation / Airline,0
KPO / Analytics,Logistics / Courier / Transportation,0
KPO / Analytics,Media / Dotcom / Entertainment,0
KPO / Analytics,Personal Care / Beauty,0
KPO / Analytics,Power / Energy,0
KPO / Analytics,Retail,0
KPO / Analytics,Security / Detective Services,0
KPO / Analytics,Textile / Garments / Fashion,0
KPO / Analytics,Animation,0
KPO / Analytics,Architecture / Interior Design,0
KPO / Analytics,Oil & Gas / Petroleum,0
KPO / Analytics,Chemical / Plastic / Rubber / Glass,0
KPO / Analytics,Consumer Durables / Electronics,0
KPO / Analytics,Furnishings / Sanitaryware / Electricals,0
KPO / Analytics,Gems / Jewellery,0
KPO / Analytics,Merchant Navy,0
KPO / Analytics,Metal / Iron / Steel,0
KPO / Analytics,NGO / Social Work,0
KPO / Analytics,Paper / Wood,0
Legal,Legal,0.21
Legal,Recruitment Services,0.12
Legal,BPO / Call Center,0.12
Legal,Manufacturing,0.11
Legal,Banking / Financial Services,0.09
Legal,FMCG / F&B,0.04
Legal,IT - Software,0.03
Legal,Fresher (No Industry),0.03
Legal,Textile / Garments / Fashion,0.03
Legal,Real Estate,0.02
Legal,Education / Training,0.02
Legal,Internet / E-Commerce,0.02
Legal,Management Consulting / Strategy,0.02
Legal,Gems / Jewellery,0.01
Legal,Logistics / Courier / Transportation,0.01
Legal,Medical / Healthcare,0.01
Legal,Pharma / Biotech,0.01
Legal,Export-Import / Trading,0.01
Legal,Advertising / MR / PR / Events,0.01
Legal,Telecom / ISP,0.01
Legal,Automobile / Auto Ancillaries,0.01
Legal,Hotel / Restaurant,0.01
Legal,Insurance,0.01
Legal,Quality Certification,0.01
Legal,Security / Detective Services,0.01
Legal,Engineering / Construction,0.01
Legal,Environment / Waste Management,0.01
Legal,Fertilizers / Pesticides,0
Legal,Paper / Wood,0
Legal,Retail,0
Legal,Agriculture / Dairy,0
Legal,Architecture / Interior Design,0
Legal,Chemical / Plastic / Rubber / Glass,0
Legal,IT - Hardware / Networking,0
Legal,Furnishings / Sanitaryware / Electricals,0
Legal,KPO / Analytics,0
Legal,Media / Dotcom / Entertainment,0
Legal,NGO / Social Work,0
Legal,Power / Energy,0
Legal,Printing / Packaging,0
Legal,Aviation / Airline,0
Legal,Matrimony,0
Legal,Personal Care / Beauty,0
Legal,Animation,0
Legal,Consumer Durables / Electronics,0
Legal,Sports / Fitness,0
Legal,Travel / Tourism,0
Logistics / Courier / Transportation,BPO / Call Center,0.2
Logistics / Courier / Transportation,Logistics / Courier / Transportation,0.12
Logistics / Courier / Transportation,FMCG / F&B,0.06
Logistics / Courier / Transportation,IT - Software,0.06
Logistics / Courier / Transportation,Fresher (No Industry),0.06
Logistics / Courier / Transportation,Textile / Garments / Fashion,0.05
Logistics / Courier / Transportation,Manufacturing,0.05
Logistics / Courier / Transportation,Internet / E-Commerce,0.04
Logistics / Courier / Transportation,Banking / Financial Services,0.04
Logistics / Courier / Transportation,Advertising / MR / PR / Events,0.03
Logistics / Courier / Transportation,Recruitment Services,0.03
Logistics / Courier / Transportation,Pharma / Biotech,0.02
Logistics / Courier / Transportation,Education / Training,0.02
Logistics / Courier / Transportation,Telecom / ISP,0.02
Logistics / Courier / Transportation,Automobile / Auto Ancillaries,0.01
Logistics / Courier / Transportation,Engineering / Construction,0.01
Logistics / Courier / Transportation,Travel / Tourism,0.01
Logistics / Courier / Transportation,Export-Import / Trading,0.01
Logistics / Courier / Transportation,Medical / Healthcare,0.01
Logistics / Courier / Transportation,Real Estate,0.01
Logistics / Courier / Transportation,Hotel / Restaurant,0.01
Logistics / Courier / Transportation,Retail,0.01
Logistics / Courier / Transportation,Insurance,0.01
Logistics / Courier / Transportation,Quality Certification,0.01
Logistics / Courier / Transportation,IT - Hardware / Networking,0.01
Logistics / Courier / Transportation,Paper / Wood,0.01
Logistics / Courier / Transportation,Gems / Jewellery,0.01
Logistics / Courier / Transportation,Chemical / Plastic / Rubber / Glass,0
Logistics / Courier / Transportation,Consumer Durables / Electronics,0
Logistics / Courier / Transportation,Power / Energy,0
Logistics / Courier / Transportation,Sculpture / Craft,0
Logistics / Courier / Transportation,KPO / Analytics,0
Logistics / Courier / Transportation,Media / Dotcom / Entertainment,0
Logistics / Courier / Transportation,Oil & Gas / Petroleum,0
Logistics / Courier / Transportation,Management Consulting / Strategy,0
Logistics / Courier / Transportation,Printing / Packaging,0
Logistics / Courier / Transportation,Security / Detective Services,0
Logistics / Courier / Transportation,Agriculture / Dairy,0
Logistics / Courier / Transportation,Architecture / Interior Design,0
Logistics / Courier / Transportation,Aviation / Airline,0
Logistics / Courier / Transportation,Cement / Building Material,0
Logistics / Courier / Transportation,Environment / Waste Management,0
Logistics / Courier / Transportation,Fertilizers / Pesticides,0
Logistics / Courier / Transportation,Personal Care / Beauty,0
Logistics / Courier / Transportation,Animation,0
Logistics / Courier / Transportation,Government Department,0
Logistics / Courier / Transportation,Legal,0
Logistics / Courier / Transportation,Mining,0
Logistics / Courier / Transportation,NGO / Social Work,0
Logistics / Courier / Transportation,Chemical / Plast,0
Logistics / Courier / Transportation,Engineering / Constructio,0
Logistics / Courier / Transportation,Fresher (No ,0
Logistics / Courier / Transportation,Gifts / Toys / Stationary,0
Logistics / Courier / Transportation,Industrial Design,0
Logistics / Courier / Transportation,Metal / Iron / Steel,0
Logistics / Courier / Transportation,Paint,0
Logistics / Courier / Transportation,Sports / Fitness,0
Logistics / Courier / Transportation,Trav,0
Logistics / Courier / Transportation,Unskilled Labor / Domestic Help,0
Management Consulting / Strategy,BPO / Call Center,0.15
Management Consulting / Strategy,IT - Software,0.11
Management Consulting / Strategy,Banking / Financial Services,0.1
Management Consulting / Strategy,Recruitment Services,0.09
Management Consulting / Strategy,Manufacturing,0.06
Management Consulting / Strategy,Education / Training,0.04
Management Consulting / Strategy,Advertising / MR / PR / Events,0.04
Management Consulting / Strategy,Fresher (No Industry),0.03
Management Consulting / Strategy,Quality Certification,0.03
Management Consulting / Strategy,Internet / E-Commerce,0.03
Management Consulting / Strategy,FMCG / F&B,0.03
Management Consulting / Strategy,Automobile / Auto Ancillaries,0.02
Management Consulting / Strategy,Pharma / Biotech,0.02
Management Consulting / Strategy,Engineering / Construction,0.02
Management Consulting / Strategy,Logistics / Courier / Transportation,0.02
Management Consulting / Strategy,Medical / Healthcare,0.02
Management Consulting / Strategy,Insurance,0.01
Management Consulting / Strategy,Management Consulting / Strategy,0.01
Management Consulting / Strategy,Textile / Garments / Fashion,0.01
Management Consulting / Strategy,Real Estate,0.01
Management Consulting / Strategy,Retail,0.01
Management Consulting / Strategy,Hotel / Restaurant,0.01
Management Consulting / Strategy,Power / Energy,0.01
Management Consulting / Strategy,Travel / Tourism,0.01
Management Consulting / Strategy,Telecom / ISP,0.01
Management Consulting / Strategy,KPO / Analytics,0.01
Management Consulting / Strategy,Export-Import / Trading,0.01
Management Consulting / Strategy,Legal,0.01
Management Consulting / Strategy,IT - Hardware / Networking,0.01
Management Consulting / Strategy,Sculpture / Craft,0.01
Management Consulting / Strategy,NGO / Social Work,0.01
Management Consulting / Strategy,Printing / Packaging,0.01
Management Consulting / Strategy,Aviation / Airline,0
Management Consulting / Strategy,Consumer Durables / Electronics,0
Management Consulting / Strategy,Paper / Wood,0
Management Consulting / Strategy,Security / Detective Services,0
Management Consulting / Strategy,Cement / Building Material,0
Management Consulting / Strategy,M,0
Management Consulting / Strategy,Personal Care / Beauty,0
Management Consulting / Strategy,Animation,0
Management Consulting / Strategy,Media / Dotcom / Entertainment,0
Management Consulting / Strategy,Oil & Gas / Petroleum,0
Management Consulting / Strategy,Agriculture / Dairy,0
Management Consulting / Strategy,Architecture / Interior Design,0
Management Consulting / Strategy,Chemical / Plastic / Rubber / Glass,0
Management Consulting / Strategy,Environment / Waste Management,0
Management Consulting / Strategy,Mining,0
Management Consulting / Strategy,Astrology,0
Management Consulting / Strategy,Fertilizers / Pesticides,0
Management Consulting / Strategy,Gems / Jewellery,0
Management Consulting / Strategy,Government Department,0
Manufacturing,Manufacturing,0.22
Manufacturing,BPO / Call Center,0.12
Manufacturing,Fresher (No Industry),0.06
Manufacturing,IT - Software,0.06
Manufacturing,Engineering / Construction,0.05
Manufacturing,Automobile / Auto Ancillaries,0.05
Manufacturing,Textile / Garments / Fashion,0.04
Manufacturing,Banking / Financial Services,0.04
Manufacturing,FMCG / F&B,0.04
Manufacturing,Pharma / Biotech,0.03
Manufacturing,Recruitment Services,0.02
Manufacturing,Education / Training,0.02
Manufacturing,Medical / Healthcare,0.02
Manufacturing,Paper / Wood,0.02
Manufacturing,Internet / E-Commerce,0.02
Manufacturing,Logistics / Courier / Transportation,0.01
Manufacturing,Telecom / ISP,0.01
Manufacturing,Advertising / MR / PR / Events,0.01
Manufacturing,Architecture / Interior Design,0.01
Manufacturing,Quality Certification,0.01
Manufacturing,Power / Energy,0.01
Manufacturing,Export-Import / Trading,0.01
Manufacturing,Consumer Durables / Electronics,0.01
Manufacturing,Hotel / Restaurant,0.01
Manufacturing,IT - Hardware / Networking,0.01
Manufacturing,Insurance,0.01
Manufacturing,Chemical / Plastic / Rubber / Glass,0.01
Manufacturing,Real Estate,0.01
Manufacturing,Retail,0.01
Manufacturing,KPO / Analytics,0.01
Manufacturing,Fertilizers / Pesticides,0
Manufacturing,Auto,0
Manufacturing,Travel / Tourism,0
Manufacturing,Cement / Building Material,0
Manufacturing,Oil & Gas / Petroleum,0
Manufacturing,Printing / Packaging,0
Manufacturing,Gems / Jewellery,0
Manufacturing,Aviation / Airline,0
Manufacturing,Management Consulting / Strategy,0
Manufacturing,Metal / Iron / Steel,0
Manufacturing,Personal Care / Beauty,0
Manufacturing,Media / Dotcom / Entertainment,0
Manufacturing,Legal,0
Manufacturing,NGO / Social Work,0
Manufacturing,Agriculture / Dairy,0
Manufacturing,Environment / Waste Management,0
Manufacturing,Furnishings / Sanitaryware / Electricals,0
Manufacturing,Sculpture / Craft,0
Manufacturing,Industrial Design,0
Manufacturing,Mining,0
Manufacturing,Paint,0
Manufacturing,Security / Detective Services,0
Manufacturing,Animation,0
Manufacturing,Government Department,0
Manufacturing,M,0
Manufacturing,Sports / Fitness,0
Manufacturing,Unskilled Labor / Domestic Help,0
Manufacturing,A,0
Manufacturing,Matrimony,0
Manufacturing,Printing / Packa,0
Manufacturing,Astrology,0
Manufacturing,Aviation / Airlin,0
Manufacturing,Banking /,0
Manufacturing,Chemical / Plast,0
Manufacturing,Fresher (No ,0
Manufacturing,Gifts / Toys / Stationary,0
Manufacturing,Merchant Navy,0
Matrimony,BPO / Call Center,0.33
Matrimony,Quality Certification,0.1
Matrimony,Banking / Financial Services,0.07
Matrimony,Internet / E-Commerce,0.07
Matrimony,Advertising / MR / PR / Events,0.05
Matrimony,Automobile / Auto Ancillaries,0.05
Matrimony,Education / Training,0.05
Matrimony,Fresher (No Industry),0.05
Matrimony,IT - Software,0.05
Matrimony,Media / Dotcom / Entertainment,0.05
Matrimony,Aviation / Airline,0.02
Matrimony,Environment / Waste Management,0.02
Matrimony,Hotel / Restaurant,0.02
Matrimony,KPO / Analytics,0.02
Matrimony,Manufacturing,0.02
Matrimony,Travel / Tourism,0.02
Media / Dotcom / Entertainment,BPO / Call Center,0.16
Media / Dotcom / Entertainment,IT - Software,0.15
Media / Dotcom / Entertainment,Media / Dotcom / Entertainment,0.1
Media / Dotcom / Entertainment,Advertising / MR / PR / Events,0.09
Media / Dotcom / Entertainment,Internet / E-Commerce,0.06
Media / Dotcom / Entertainment,Education / Training,0.05
Media / Dotcom / Entertainment,Banking / Financial Services,0.04
Media / Dotcom / Entertainment,Manufacturing,0.03
Media / Dotcom / Entertainment,Recruitment Services,0.03
Media / Dotcom / Entertainment,Fresher (No Industry),0.03
Media / Dotcom / Entertainment,Textile / Garments / Fashion,0.02
Media / Dotcom / Entertainment,M,0.02
Media / Dotcom / Entertainment,Quality Certification,0.02
Media / Dotcom / Entertainment,FMCG / F&B,0.02
Media / Dotcom / Entertainment,Printing / Packaging,0.02
Media / Dotcom / Entertainment,Automobile / Auto Ancillaries,0.01
Media / Dotcom / Entertainment,Medical / Healthcare,0.01
Media / Dotcom / Entertainment,Insurance,0.01
Media / Dotcom / Entertainment,Pharma / Biotech,0.01
Media / Dotcom / Entertainment,Telecom / ISP,0.01
Media / Dotcom / Entertainment,Hotel / Restaurant,0.01
Media / Dotcom / Entertainment,Real Estate,0.01
Media / Dotcom / Entertainment,Travel / Tourism,0.01
Media / Dotcom / Entertainment,Printing / Packa,0.01
Media / Dotcom / Entertainment,IT - Hardware / Networking,0.01
Media / Dotcom / Entertainment,Paper / Wood,0.01
Media / Dotcom / Entertainment,Engineering / Construction,0.01
Media / Dotcom / Entertainment,Legal,0.01
Media / Dotcom / Entertainment,NGO / Social Work,0.01
Media / Dotcom / Entertainment,Consumer Durables / Electronics,0
Media / Dotcom / Entertainment,Gems / Jewellery,0
Media / Dotcom / Entertainment,KPO / Analytics,0
Media / Dotcom / Entertainment,Logistics / Courier / Transportation,0
Media / Dotcom / Entertainment,Animation,0
Media / Dotcom / Entertainment,Management Consulting / Strategy,0
Media / Dotcom / Entertainment,Retail,0
Media / Dotcom / Entertainment,Architecture / Interior Design,0
Media / Dotcom / Entertainment,Aviation / Airline,0
Media / Dotcom / Entertainment,Environment / Waste Management,0
Media / Dotcom / Entertainment,Fertilizers / Pesticides,0
Media / Dotcom / Entertainment,Oil & Gas / Petroleum,0
Media / Dotcom / Entertainment,Export-Import / Trading,0
Media / Dotcom / Entertainment,Power / Energy,0
Media / Dotcom / Entertainment,Sculpture / Craft,0
Media / Dotcom / Entertainment,Cement / Building Material,0
Media / Dotcom / Entertainment,Chemical / Plastic / Rubber / Glass,0
Media / Dotcom / Entertainment,Industrial Design,0
Media / Dotcom / Entertainment,Metal / Iron / Steel,0
Media / Dotcom / Entertainment,Military / Police / Arms & Ammunition,0
Media / Dotcom / Entertainment,Personal Care / Beauty,0
Medical / Healthcare,Medical / Healthcare,0.41
Medical / Healthcare,BPO / Call Center,0.13
Medical / Healthcare,IT - Software,0.09
Medical / Healthcare,Pharma / Biotech,0.06
Medical / Healthcare,Manufacturing,0.03
Medical / Healthcare,Education / Training,0.03
Medical / Healthcare,Banking / Financial Services,0.02
Medical / Healthcare,Fresher (No Industry),0.02
Medical / Healthcare,Recruitment Services,0.02
Medical / Healthcare,Advertising / MR / PR / Events,0.02
Medical / Healthcare,Quality Certification,0.02
Medical / Healthcare,FMCG / F&B,0.01
Medical / Healthcare,Internet / E-Commerce,0.01
Medical / Healthcare,Engineering / Construction,0.01
Medical / Healthcare,Insurance,0.01
Medical / Healthcare,Hotel / Restaurant,0.01
Medical / Healthcare,Textile / Garments / Fashion,0.01
Medical / Healthcare,Paper / Wood,0.01
Medical / Healthcare,Medical / Health,0.01
Medical / Healthcare,Telecom / ISP,0
Medical / Healthcare,IT - Hardware / Networking,0
Medical / Healthcare,Media / Dotcom / Entertainment,0
Medical / Healthcare,Automobile / Auto Ancillaries,0
Medical / Healthcare,Retail,0
Medical / Healthcare,Logistics / Courier / Transportation,0
Medical / Healthcare,Personal Care / Beauty,0
Medical / Healthcare,Power / Energy,0
Medical / Healthcare,Travel / Tourism,0
Medical / Healthcare,KPO / Analytics,0
Medical / Healthcare,Consumer Durables / Electronics,0
Medical / Healthcare,Management Consulting / Strategy,0
Medical / Healthcare,Real Estate,0
Medical / Healthcare,Aviation / Airline,0
Medical / Healthcare,NGO / Social Work,0
Medical / Healthcare,Export-Import / Trading,0
Medical / Healthcare,Legal,0
Medical / Healthcare,Chemical / Plastic / Rubber / Glass,0
Medical / Healthcare,Oil & Gas / Petroleum,0
Medical / Healthcare,Sculpture / Craft,0
Medical / Healthcare,Security / Detective Services,0
Medical / Healthcare,Architecture / Interior Design,0
Medical / Healthcare,Furnishings / Sanitaryware / Electricals,0
Medical / Healthcare,Government Department,0
Medical / Healthcare,Printing / Packaging,0
